n, x, pi, p
20, 7,0.3, 0.164261985217
20, 7,0.35, 0.184401186384
20, 7,0.4, 0.16588226562
20, 7,0.45, 0.122072074172
20, 7,0.5, 0.0739288330078
20, 8,0.01, 1.1165790229e-11
20, 8,0.05, 2.65895157199e-06
20, 8,0.1, 0.000355776487105
20, 8,0.15, 0.00459223717949
20, 8,0.2, 0.0221608767602
20, 8,0.25, 0.0608866892162
20, 8,0.3, 0.114396739705
20, 8,0.35, 0.161351038086
20, 8,0.4, 0.179705787755
20, 8,0.45, 0.162300371343
20, 8,0.5, 0.120134353638
20, 9,0.01, 1.50381013185e-13
20, 9,0.05, 1.86593092771e-07
20, 9,0.1, 5.27076277193e-05
20, 9,0.15, 0.00108052639517
20, 9,0.2, 0.00738695892005
20, 9,0.25, 0.0270607507628
20, 9,0.3, 0.0653695655456
20, 9,0.35, 0.115841770933
20, 9,0.4, 0.159738478004
20, 9,0.45, 0.177054950556
20, 9,0.5, 0.160179138184
20, 10,0.01, 1.6709001465e-15
20, 10,0.05, 1.08027580025e-08
20, 10,0.1, 6.44204338791e-06
20, 10,0.15, 0.000209749241416
20, 10,0.2, 0.00203141370301
20, 10,0.25, 0.00992227527968
20, 10,0.3, 0.0308170809001
20, 10,0.35, 0.0686139720145
20, 10,0.4, 0.117141550536
20, 10,0.45, 0.1593494555
20, 10,0.5, 0.176197052002
20, 11,0.01, 1.53434356887e-17
20, 11,0.05, 5.16878373327e-10
20, 11,0.1, 6.50711453324e-07
20, 11,0.15, 3.36496109223e-05
20, 11,0.2, 0.000461684932503
20, 11,0.25, 0.00300675008475
20, 11,0.3, 0.0120066548961
20, 11,0.35, 0.0335872590281
20, 11,0.4, 0.070994879113
20, 11,0.45, 0.118524388388
20, 11,0.5, 0.160179138184
20, 12,0.01, 1.16238149157e-19
20, 12,0.05, 2.0403093684e-11
20, 12,0.1, 5.42259544437e-08
20, 12,0.15, 4.45362497502e-06
20, 12,0.2, 8.65659248443e-05
20, 12,0.25, 0.000751687521188
20, 12,0.3, 0.0038592819309
20, 12,0.35, 0.0135640853767
20, 12,0.4, 0.0354974395565
20, 12,0.45, 0.0727308746929
20, 12,0.5, 0.120134353638
20, 13,0.01, 7.22537057697e-22
20, 13,0.05, 6.60828945229e-13
20, 13,0.1, 3.7077575688e-09
20, 13,0.15, 4.83651580997e-07
20, 13,0.2, 1.33178345914e-05
20, 13,0.25, 0.000154192312039
20, 13,0.3, 0.00101783259716
20, 13,0.35, 0.00449460817217
20, 13,0.4, 0.0145630521257
20, 13,0.45, 0.0366197411041
20, 13,0.5, 0.0739288330078
20, 14,0.01, 3.64917705908e-24
20, 14,0.05, 1.73902354008e-14
20, 14,0.1, 2.059865316e-10
20, 14,0.15, 4.26751394998e-08
20, 14,0.2, 1.66472932393e-06
20, 14,0.25, 2.56987186731e-05
20, 14,0.3, 0.000218106985106
20, 14,0.35, 0.00121008681558
20, 14,0.4, 0.00485435070858
20, 14,0.45, 0.014980803179
20, 14,0.5, 0.0369644165039
20, 15,0.01, 1.47441497336e-26
20, 15,0.05, 3.66110218964e-16
20, 15,0.1, 9.15495696e-12
20, 15,0.15, 3.01236278822e-09
20, 15,0.2, 1.66472932393e-07
20, 15,0.25, 3.42649582308e-06
20, 15,0.3, 3.73897688753e-05
20, 15,0.35, 0.000260634083356
20, 15,0.4, 0.00129449352229
20, 15,0.45, 0.00490280831311
20, 15,0.5, 0.0147857666016
20, 16,0.01, 4.65408766845e-29
20, 16,0.05, 6.02154965401e-18
20, 16,0.1, 3.1788045e-13
20, 16,0.15, 1.6612294788e-10
20, 16,0.2, 1.30056978432e-08
20, 16,0.25, 3.56926648237e-07
20, 16,0.3, 5.00755833151e-06
20, 16,0.35, 4.38566967186e-05
20, 16,0.4, 0.000269686150477
20, 16,0.45, 0.00125355894369
20, 16,0.5, 0.00462055206299
20, 17,0.01, 1.10614086e-31
20, 17,0.05, 7.4570274353e-20
20, 17,0.1, 8.3106e-15
20, 17,0.15, 6.89783866628e-12
20, 17,0.2, 7.650410496e-10
20, 17,0.25, 2.79942469206e-08
20, 17,0.3, 5.04963865363e-07
20, 17,0.35, 5.55650456163e-06
20, 17,0.4, 4.23037098787e-05
20, 17,0.45, 0.00024132685547
20, 17,0.5, 0.0010871887207
20, 18,0.01, 1.86219e-34
20, 18,0.05, 6.54125213623e-22
20, 18,0.1, 1.539e-16
20, 18,0.15, 2.02877607832e-13
20, 18,0.2, 3.18767104e-11
20, 18,0.25, 1.55523594003e-09
20, 18,0.3, 3.60688475259e-08
20, 18,0.35, 4.98660665788e-07
20, 18,0.4, 4.70041220874e-06
20, 18,0.45, 3.29082075641e-05
20, 18,0.5, 0.000181198120117
20, 19,0.01, 1.98e-37
20, 19,0.05, 3.62396240234e-24
20, 19,0.1, 1.8e-18
20, 19,0.15, 3.76862429409e-15
20, 19,0.2, 8.388608e-13
20, 19,0.25, 5.45696821064e-11
20, 19,0.3, 1.6271660538e-09
20, 19,0.35, 2.82641672916e-08
20, 19,0.4, 3.29853488333e-07
20, 19,0.45, 2.83419969452e-06
20, 19,0.5, 1.90734863281e-05
20, 20,0.01, 1e-40
20, 20,0.05, 9.53674316406e-27
20, 20,0.1, 1e-20
20, 20,0.15, 3.32525673008e-17
20, 20,0.2, 1.048576e-14
20, 20,0.25, 9.09494701773e-13
20, 20,0.3, 3.486784401e-11
20, 20,0.35, 7.60958350159e-10
20, 20,0.4, 1.09951162778e-08
20, 20,0.45, 1.15944532958e-07
20, 20,0.5, 9.53674316406e-07
